timestamp,x,y,quality
0.0016193389892578125,1.04,1.88,62.0
0.002505779266357422,1.06,1.85,78.0
0.003354310989379883,1.07,1.84,73.0
0.004212856292724609,1.08,1.83,80.0
0.005060434341430664,1.06,1.83,64.0
0.007337808609008789,1.07,1.85,82.0
0.009575843811035156,1.08,1.86,67.0
0.01163172721862793,1.04,1.89,55.0
0.012791872024536133,1.07,1.86,68.0
0.014067411422729492,1.06,1.85,70.0
0.014977693557739258,1.03,1.86,67.0
0.016227006912231445,1.03,1.86,72.0
0.017184019088745117,1.03,1.86,69.0
0.018074512481689453,1.03,1.83,78.0
0.019017696380615234,1.04,1.81,68.0
0.01990795135498047,1.02,1.82,65.0
0.02076578140258789,1.0,1.84,58.0
0.8685257434844971,1.0,1.84,63.0
0.8694040775299072,1.01,1.84,63.0
0.8703229427337646,1.03,1.83,67.0
0.8712122440338135,1.04,1.82,80.0
0.8720998764038086,1.03,1.82,66.0
0.8728749752044678,0.99,1.85,53.0
0.873645544052124,1.01,1.82,76.0
0.8744056224822998,1.02,1.8,68.0
1.5058321952819824,1.0,1.81,65.0
1.5066089630126953,0.99,1.82,62.0
1.507368564605713,1.02,1.8,69.0
1.5081303119659424,1.03,1.78,69.0
1.50887131690979,1.04,1.77,72.0
1.5096313953399658,1.06,1.75,76.0
1.5103907585144043,1.06,1.74,70.0
1.6787118911743164,1.05,1.75,65.0
1.739811658859253,1.06,1.74,70.0
1.8033225536346436,1.06,1.73,73.0
1.9110839366912842,1.05,1.73,71.0
2.004453182220459,1.0,1.8,49.0
2.1449368000030518,1.02,1.77,69.0
2.238553762435913,1.02,1.76,72.0
2.330918073654175,1.02,1.76,68.0
2.423380136489868,1.04,1.77,67.0
2.5318803787231445,1.03,1.76,81.0
2.6559982299804688,1.03,1.76,66.0
2.7015228271484375,1.03,1.77,82.0
2.8266944885253906,1.02,1.76,69.0
2.9202616214752197,1.02,1.74,72.0
3.0591812133789062,1.02,1.73,75.0
3.1062450408935547,1.02,1.73,69.0
3.2439708709716797,1.02,1.75,67.0
3.353407144546509,0.98,1.8,54.0
3.400331974029541,0.99,1.77,72.0
3.5414373874664307,1.0,1.76,79.0
3.633009910583496,1.01,1.75,76.0
3.724275827407837,1.02,1.75,82.0
3.8349244594573975,1.0,1.76,65.0
3.9448657035827637,1.0,1.76,80.0
4.007527828216553,1.0,1.77,66.0
5.717206001281738,1.0,1.75,67.0
5.718079566955566,1.01,1.75,67.0
5.718834400177002,1.02,1.74,69.0
5.719648838043213,1.03,1.73,83.0
5.720468997955322,1.03,1.75,68.0
5.721242904663086,1.04,1.75,69.0
5.722032070159912,1.06,1.74,88.0
5.722797870635986,1.08,1.73,75.0
5.723597764968872,1.09,1.71,80.0
5.724382400512695,1.09,1.7,79.0
5.725239276885986,1.08,1.69,71.0
5.726107358932495,1.05,1.67,81.0
5.726860523223877,1.02,1.65,85.0
5.727659463882446,1.0,1.66,68.0
5.728431224822998,0.99,1.66,71.0
5.729183197021484,0.97,1.66,69.0
5.729943037033081,0.96,1.64,77.0
5.826115369796753,0.96,1.63,76.0
5.950761318206787,0.93,1.65,62.0
6.011951923370361,0.93,1.64,76.0
6.107102632522583,0.92,1.61,81.0
6.217087268829346,0.92,1.62,70.0
6.342523813247681,0.93,1.61,81.0
6.452357292175293,0.96,1.6,77.0
6.559928894042969,0.97,1.61,77.0
6.6073784828186035,1.0,1.61,82.0
6.730273008346558,1.0,1.61,77.0
6.839150905609131,1.01,1.59,81.0
6.899854421615601,1.01,1.58,76.0
7.007566690444946,1.02,1.57,79.0
7.132038116455078,1.04,1.55,79.0
7.256579160690308,1.05,1.55,77.0
7.31890606880188,1.01,1.56,76.0
7.444151878356934,1.0,1.53,75.0
7.505950212478638,0.99,1.52,73.0
7.630571603775024,0.99,1.5,74.0
7.72327995300293,0.99,1.48,79.0
7.80017876625061,0.97,1.48,78.0
7.92317271232605,0.94,1.48,70.0
8.031724214553833,0.92,1.47,82.0
8.123091697692871,0.94,1.46,86.0
8.24667501449585,0.98,1.45,90.0
8.309279918670654,1.03,1.44,97.0
8.419386863708496,1.06,1.44,93.0
9.413629293441772,1.09,1.44,90.0
9.414712905883789,1.12,1.42,96.0
9.415537357330322,1.15,1.4,83.0
9.416330099105835,1.17,1.4,95.0
9.417137861251831,1.19,1.38,83.0
9.417937994003296,1.18,1.37,83.0
9.418807744979858,1.18,1.36,86.0
9.420087337493896,1.17,1.37,95.0
9.42090129852295,1.17,1.37,83.0
9.421642541885376,1.14,1.38,95.0
9.505123853683472,1.13,1.4,90.0
9.63001012802124,1.14,1.41,81.0
9.737754106521606,1.13,1.42,77.0
9.800024509429932,1.15,1.42,80.0
9.954295873641968,1.15,1.44,84.0
10.01636028289795,1.15,1.46,88.0
10.156516313552856,1.14,1.47,94.0
10.218871831893921,1.17,1.45,86.0
10.325998306274414,1.17,1.43,89.0
10.434464454650879,1.17,1.43,84.0
10.543776988983154,1.19,1.4,85.0
10.606809854507446,1.19,1.37,83.0
10.732059955596924,1.11,1.43,72.0
10.840862274169922,1.05,1.49,66.0
10.949553966522217,1.06,1.47,87.0
11.04246211051941,1.11,1.39,88.0
11.105207920074463,1.14,1.36,90.0
11.214018821716309,1.16,1.33,91.0
11.308720827102661,1.16,1.3,79.0
11.402168035507202,1.12,1.35,72.0
11.510448932647705,1.06,1.39,70.0
11.633339881896973,1.09,1.35,90.0
11.742594003677368,1.1,1.33,98.0
11.820825576782227,1.11,1.3,89.0
11.91396188735962,1.11,1.28,89.0
12.101527214050293,1.07,1.33,80.0
12.102294445037842,1.08,1.31,83.0
12.240567922592163,1.1,1.27,83.0
12.304625749588013,1.1,1.24,78.0
12.428306102752686,1.1,1.22,98.0
12.552791833877563,1.03,1.26,72.0
12.614531755447388,1.04,1.21,78.0
12.740381240844727,0.98,1.27,69.0
12.801065683364868,1.02,1.21,78.0
12.924839973449707,0.97,1.26,77.0
13.049558877944946,1.01,1.21,95.0
13.111944198608398,1.04,1.16,77.0
13.20470404624939,1.06,1.12,78.0
13.313501119613647,1.08,1.1,81.0
13.43792176246643,1.07,1.11,88.0
13.500401258468628,1.08,1.09,79.0
13.625283241271973,1.06,1.08,76.0
