avg_diameter_mm,num_grains,D10_mm,D50_mm,D90_mm,Cu,variance
3.553897791472533,332,2.543604527344138,3.538207230167158,4.597442410489099,1.8074517327933213,0.55687407262854
3.7006234447561366,511,2.6320738172247715,3.5709536538630235,4.872380357032548,1.816192671174069,0.6542929100540599
3.7241071050728043,727,2.6363195598741287,3.6031234092242705,4.878820854713629,1.8230777690642295,0.6800714918446567
3.698586912925722,944,2.614511679878941,3.623047449637442,4.85708456763544,1.8300103406634942,0.6728434374053468
3.66675322207965,1065,2.572790659085134,3.6294118057411255,4.863050216347677,1.842045265099553,0.7069402904728248
3.6605320648554946,1072,2.5453474324408885,3.6380177030020375,4.8960232907684365,1.8583399447306577,0.7512054674890986
3.469391409934712,1091,2.4292841013017386,3.599990990397717,4.582666565337511,1.8639573101720082,0.6569791075663712
3.39187061843866,1083,2.3903703222784527,3.550173986009347,4.515056360366356,1.8689362980369926,0.6272417776122886
3.372186492494782,1085,2.31930885196215,3.503318889198089,4.58698409596257,1.8906965388913763,0.6973872715804529
3.3446232568882666,1090,2.2409782339812727,3.4581119212378217,4.608427742317367,1.9238443799516811,0.7491698086505557
3.3319268403950577,1088,2.2218587982926286,3.419691055363366,4.62426607101999,1.9553275245284012,0.7492350393716567
3.3660904704118924,1097,2.221723574557517,3.40636606846599,4.5802615474503465,1.9765780790913308,0.7468460740296076
3.2489205638580883,1098,2.1620361142744815,3.37286788394065,4.420256894062712,1.9901600635378065,0.6722136826127553
3.213485468671091,1113,2.1825392446515024,3.338528661878061,4.323022418822734,1.9882741846893883,0.6297682023590276
3.2999075293492743,1122,2.216006981233703,3.330811401357583,4.4548483562674965,1.9926802071254626,0.6768459404087555
3.277269617391318,1117,2.26729446728705,3.3196089900953765,4.34906427522048,1.977778875524753,0.5839567171808725
3.2460673399976137,1115,2.269303785601185,3.3029979647577625,4.301068999715861,1.9612881711261838,0.5454631941470829
3.2990591694912634,1114,2.2841647959542217,3.2945409407458293,4.372275998260415,1.951864210373607,0.5881579298925512
3.2261760280095233,1099,2.3035066457517686,3.2772400331091127,4.204584825195503,1.9265508599178736,0.4900748808031098
3.1062349744489053,1077,2.2488996746115553,3.2427704476448076,3.9905247732696396,1.8961275526815144,0.4144821661356407
3.0728252310409787,1083,2.2020007613258596,3.208885754405419,3.9866338174509113,1.878993998466834,0.4252049637252028
2.9937629881634438,1079,2.1507477593996747,3.16299857169069,3.880381197792685,1.8640353931508677,0.39438187081084664
2.94868135781627,1104,2.1298859626006754,3.117313549564015,3.794566277530745,1.847544694285687,0.368247514945115
2.9653519574658276,1117,2.1782919287555322,3.0855935007529034,3.7803761945324355,1.8251312153738273,0.3463115404537742
2.8991904068718974,1135,2.1093546480547922,3.0438055872744534,3.7021401658400914,1.811126093309143,0.3472177548528632
2.8443744877848633,1140,2.0527609537468883,2.997346373902157,3.655207351763984,1.805026837107012,0.34420308649122067
