avg_diameter_mm,num_grains,D10_mm,D50_mm,D90_mm,Cu,variance
4.773344142555095,170,3.818817792457578,4.687816176989276,5.7910198421042,1.5164430870574275,0.49791455116092104
4.973288357625109,418,3.88672617260543,4.745979981206631,6.046845430091681,1.5243081327319234,0.6391641283290391
5.067081520428783,692,3.9114495621758865,4.80238380328558,6.247334344753406,1.538884824151633,0.744241916156461
5.108449606511381,945,3.928751596212495,4.857876869535991,6.409088814602402,1.5573737815944821,0.8002059760958791
5.193700893057752,1089,3.98748430715643,4.920358884988979,6.511573915770333,1.5724996292746465,0.8616104855111976
5.192657934183715,1087,3.9681043608250692,4.964636831064656,6.54883024069632,1.5880731916751851,0.8970091011287603
5.219457038502944,1094,3.9754330044136004,5.004991991229073,6.580854460704499,1.6015346627047538,0.9205496131498949
5.208754157523911,1092,3.9883316601475873,5.038413693507289,6.5499091906849705,1.6096813167164616,0.86927361242252
5.256646804632754,1102,4.018410423054698,5.080887974315656,6.618882378698538,1.6171729455926518,0.8889947237807032
5.278491362112129,1099,4.046715029368877,5.116986039619987,6.603237933444193,1.6200888845207695,0.8559545189386742
5.294585551087432,1089,4.053590488895704,5.153978960871194,6.599032100248768,1.6216605877738233,0.8501379405572224
5.309533867388448,1094,4.042648678328773,5.183328504949865,6.636631274324134,1.6256593147913705,0.8878203159172045
5.32303824921674,1094,4.0348996661049235,5.211719034866007,6.658504251686728,1.6305730441744046,0.9191851581739812
5.294619740377938,1092,4.005347140645086,5.229702652815716,6.652979457388413,1.6366633216464277,0.9308938248397383
5.293806502306246,1091,4.018987840435469,5.244026842923187,6.649286045136655,1.6402242210267644,0.9091288408026686
5.2804546045501475,1088,4.029402925465614,5.248854215132489,6.661400362697192,1.6428189522581342,0.9149408427819723
5.228096499112038,1086,3.9935297317896428,5.238432445977416,6.59589539219446,1.6445842608834087,0.8867022316211873
5.218338406642455,1079,4.005459116592377,5.228882305353819,6.61629939091686,1.6460315042237295,0.8786514813770135
5.1940159417847935,1085,3.962315212842745,5.216131838812908,6.581132880009793,1.6490114392785848,0.8991616942738971
5.16362854163631,1089,3.923232623742839,5.202027822697882,6.541988870035397,1.6527090734231196,0.8823519833859764
5.186356691946736,1091,3.947215876341721,5.1990490383887185,6.549923308425261,1.6540428649187044,0.8912635607430419
5.205530083366928,1101,3.9550254560608344,5.198107086719035,6.582534112880502,1.6561036595792689,0.9208872955648327
5.227734592089986,1092,3.961019817162331,5.19858087435537,6.612432876667405,1.6587582012996143,0.9213325709361738
5.276082563462478,1093,3.9825521571006166,5.203178512962489,6.693437805243211,1.6631446725423507,0.9725552639421061
5.2879370847766145,1083,3.9825521571006166,5.206957886992315,6.7071255345290135,1.667341234346373,0.9631757111733129
