avg_diameter_mm,num_grains,D10_mm,D50_mm,D90_mm,Cu,variance
5.1779535507899945,398,4.092546413165578,5.128988434439954,6.345713516906839,1.5505538303714534,0.6555994104512978
5.244356321223535,658,4.090083960572976,5.144940989991631,6.41824900737656,1.554287428825926,0.7107926480463432
5.285483059363418,940,4.089343658268781,5.160480930775613,6.589377845813412,1.5657006249335879,0.8118564515819807
5.442616449032138,1096,4.156337733508929,5.205256499153427,6.7928638848052,1.5794282532596131,0.9295204025056465
5.468628022283949,1095,4.140211348133593,5.251537078459043,6.855390504264644,1.5947039819587738,0.960687659692129
5.480438388046291,1100,4.134248931857849,5.286343325056658,6.9023100359945495,1.6096719631835033,1.0067658091981018
5.475572168791391,1090,4.181881562464975,5.314580890559739,6.881562365559772,1.6168507825194294,0.9391401375416122
5.424673944617091,1086,4.116473950539733,5.326525550484913,6.861681630870116,1.6268572834808699,0.971752674092913
5.400018773553025,1079,4.138630765738685,5.331861603662521,6.742073915008482,1.6272976373391523,0.8882824708347619
5.406719841193903,1073,4.168667478955951,5.33841764868326,6.72735859951094,1.6245963357778803,0.8682262505296844
5.449841990340098,1092,4.16577902833526,5.349949477792303,6.819692429372019,1.627092055494391,0.925733902934155
5.481776421179663,1083,4.200905877620566,5.3643998942642375,6.806588007641134,1.6257269893610256,0.8835227290235025
5.483817668548021,1088,4.210096889837868,5.375724672591556,6.810750203501329,1.6241252239377932,0.8812984395119154
5.468669060766557,1088,4.183317975229329,5.3874148472367835,6.7696688401202,1.6229508736566254,0.8825843858845869
5.4649483157615135,1083,4.174651150762009,5.397470426087109,6.7823116016882805,1.6232890034352612,0.8993529701275242
5.442650463178627,1083,4.122557703988123,5.405180414952068,6.767620173184238,1.626952631294245,0.9055845819283023
5.432872626642502,1094,4.093365408594017,5.411088774818931,6.769410152128193,1.6323124523127646,0.9277150329515392
5.412440809149257,1089,4.102476050634864,5.407426562753704,6.760453380834151,1.6354291378109325,0.9268857138092059
5.4426638306584,1086,4.123237066262451,5.412373816362986,6.778524507825312,1.6371395642060658,0.9241064591705603
5.421907350160805,1087,4.1407837674063055,5.410296029916025,6.773453903602613,1.636869710518729,0.9217054610900629
5.419629319350071,1079,4.149669537216425,5.4093948104850025,6.773497531932142,1.6359553802555813,0.9260960110395258
