timestamp,x,y,quality
20.579379558563232,1.06,1.24,94.0
20.580106496810913,1.04,1.24,93.0
20.69923424720764,1.05,1.25,84.0
20.794552087783813,1.05,1.24,88.0
20.886417865753174,1.07,1.23,95.0
21.01013684272766,1.08,1.25,84.0
21.07280158996582,1.08,1.21,92.0
21.19758439064026,1.13,1.22,82.0
21.32337713241577,1.2,1.26,82.0
21.385345935821533,1.15,1.21,82.0
21.50796604156494,1.21,1.23,86.0
21.60308289527893,1.26,1.28,93.0
21.726170539855957,1.23,1.2,77.0
21.788356065750122,1.22,1.15,93.0
21.880537509918213,1.2,1.1,76.0
22.005009651184082,1.23,1.09,65.0
22.082703113555908,1.28,1.05,57.0
22.19105362892151,1.29,1.05,63.0
22.284549474716187,1.3,1.04,67.0
22.37670111656189,1.26,1.03,81.0
22.472195386886597,1.27,1.06,80.0
22.579562664031982,1.31,1.13,83.0
22.673139333724976,1.25,1.08,83.0
22.79655170440674,1.21,1.06,78.0
22.89018702507019,1.25,1.13,89.0
22.984865188598633,1.29,1.17,86.0
23.094343185424805,1.24,1.13,76.0
24.399592638015747,1.34,1.23,72.0
24.40054988861084,1.29,1.18,85.0
24.40139079093933,1.24,1.13,79.0
24.402127504348755,1.25,1.13,91.0
24.402841567993164,1.26,1.14,80.0
24.403565883636475,1.29,1.17,88.0
24.40429186820984,1.31,1.2,88.0
24.405001163482666,1.26,1.15,80.0
24.40577793121338,1.19,1.08,72.0
24.40651822090149,1.16,1.04,79.0
24.407231092453003,1.14,1.02,90.0
24.407948970794678,1.14,1.03,89.0
24.40863537788391,1.17,1.06,89.0
24.492663860321045,1.21,1.11,79.0
24.60279607772827,1.18,1.06,86.0
24.71094298362732,1.2,1.07,78.0
24.772655963897705,1.21,1.06,78.0
24.91230344772339,1.16,1.01,81.0
24.974045038223267,1.12,0.97,83.0
25.08267378807068,1.11,0.96,75.0
25.190389156341553,1.11,0.94,75.0
25.30039620399475,1.1,0.93,75.0
25.39438247680664,1.08,0.91,77.0
25.503758192062378,1.07,0.89,76.0
25.628851175308228,1.07,0.87,76.0
25.690059185028076,1.08,0.86,75.0
25.782559871673584,1.08,0.84,78.0
25.889063358306885,1.1,0.82,80.0
25.982518911361694,1.12,0.84,78.0
26.123276710510254,1.11,0.81,70.0
26.185548543930054,1.1,0.8,73.0
26.2939031124115,1.11,0.81,76.0
26.403130531311035,1.11,0.82,73.0
26.495877265930176,1.12,0.84,85.0
26.621041297912598,1.12,0.83,75.0
26.69856548309326,1.12,0.83,90.0
27.167339324951172,1.14,0.81,76.0
27.168071031570435,1.15,0.81,79.0
27.16886854171753,1.14,0.81,80.0
27.16961693763733,1.12,0.82,79.0
27.229265213012695,1.11,0.81,78.0
27.275623559951782,1.12,0.83,77.0
27.38400888442993,1.12,0.83,90.0
27.491719007492065,1.13,0.83,90.0
27.585716247558594,1.11,0.8,73.0
27.678747177124023,1.13,0.79,80.0
27.819483041763306,1.13,0.78,70.0
27.88114094734192,1.15,0.78,91.0
27.990715265274048,1.16,0.78,91.0
28.085729837417603,1.16,0.78,84.0
28.17790937423706,1.15,0.76,73.0
28.272398471832275,1.16,0.77,90.0
28.395124435424805,1.19,0.76,77.0
28.474088191986084,1.16,0.75,71.0
28.581480503082275,1.17,0.75,89.0
28.690510988235474,1.17,0.77,88.0
28.78371238708496,1.14,0.73,66.0
28.876181602478027,1.13,0.72,74.0
29.015039682388306,1.14,0.72,76.0
29.11142063140869,1.13,0.71,70.0
29.204595804214478,1.14,0.71,85.0
29.282169103622437,1.11,0.71,67.0
29.377105474472046,1.14,0.72,78.0
29.532403230667114,1.12,0.69,66.0
29.578922986984253,1.14,0.7,90.0
29.702250242233276,1.13,0.69,72.0
29.795457124710083,1.13,0.66,66.0
29.8733811378479,1.16,0.67,70.0
29.998002290725708,1.14,0.65,70.0
30.09056568145752,1.17,0.66,70.0
30.19832944869995,1.19,0.68,77.0
30.29216957092285,1.17,0.66,70.0
30.383925437927246,1.16,0.65,84.0
30.477620124816895,1.18,0.65,84.0
30.61629033088684,1.18,0.66,84.0
30.69401264190674,1.19,0.65,83.0
30.787325143814087,1.2,0.63,83.0
30.895196437835693,1.2,0.62,67.0
31.003936767578125,1.18,0.61,71.0
31.09779143333435,1.17,0.6,65.0
31.192471742630005,1.16,0.58,64.0
31.283052444458008,1.17,0.6,80.0
31.376845121383667,1.19,0.6,83.0
31.580316305160522,1.19,0.62,82.0
31.58151602745056,1.18,0.59,64.0
31.673635959625244,1.19,0.61,86.0
31.782573461532593,1.21,0.62,79.0
