avg_diameter_mm,num_grains,D10_mm,D50_mm,D90_mm,Cu,variance
3.8021730582033277,271,2.896115166425269,3.7747275678436036,4.779989049517296,1.6504830695035269,0.49292701722006266
3.9263679373273344,537,2.9373975502911738,3.796327659679132,4.997446862612794,1.6606500240882935,0.5734043659878422
3.9178295859399035,789,2.9387969615796052,3.815378890066535,4.9621429726849495,1.6662189510143097,0.5521428213752554
3.9713417132787434,1088,2.951733142369799,3.8447718286669454,5.082162315994459,1.6773262298863607,0.6224919883443311
4.053744954366954,1086,3.0102419129866185,3.8774220617893813,5.206028522002143,1.6877487014073127,0.6579034342739349
4.049947876333549,1084,2.993114479865716,3.9043265197636954,5.243703692643771,1.7005834003390825,0.6704114000907608
4.1153908585195245,1091,3.0140000129056363,3.93476285623108,5.33897897455963,1.7147453501119214,0.7183840216863274
4.153193857948039,1073,3.0269953400241296,3.968817405188972,5.368814291478041,1.726525223374613,0.7186218355489661
4.172411767781679,1088,2.981481831973501,4.001673294229098,5.4288461860114126,1.7453911843917127,0.7856887373579698
4.213309104003618,1090,3.0155906616605663,4.0387656077350815,5.4557633048558944,1.7581500744297682,0.7781911176188768
4.166139118085202,1067,3.0388278009472587,4.06193708086448,5.369430759952378,1.7599083468484542,0.7018820784565
4.1730430036526105,1081,3.05900936644572,4.0816761709012965,5.37487713004176,1.7593396014795069,0.7176068671012512
4.185351927315488,1080,3.0873094592263053,4.09718257171399,5.3805284002069484,1.7560294445867817,0.7123814989979522
4.182611241749902,1080,3.0873094592263053,4.108575760067888,5.395249531489205,1.7543349734747065,0.7303625557052145
4.2168182944100066,1092,3.0831654747191424,4.126811606616993,5.442866884377798,1.7565380250687086,0.7806822458554822
4.2413017064818135,1094,3.0939415421390737,4.144381680907507,5.490287007263111,1.760136091832286,0.7947856735756957
4.248233060100184,1083,3.0930579830365357,4.161764318248625,5.494455169130253,1.7633854443716355,0.7872244502426857
4.275497829921151,1091,3.1021247931311575,4.18056168612875,5.497303247962875,1.7651301543969022,0.7995628182148353
4.2827716840663,1102,3.066952770265821,4.195632223229143,5.542856563594875,1.7735610469715117,0.8350813164442276
4.238346733730354,1098,3.038267525648277,4.200217248720042,5.48378331804705,1.7798297763361801,0.814121435791581
4.256371529250759,1110,3.039373831853636,4.207555390397089,5.5187681561446285,1.7870154741039297,0.8408324900417319
4.267501129261106,1113,3.0411848730247812,4.21855632953988,5.551835267821458,1.7947223939400017,0.8481469296329984
4.303062771739314,1114,3.0564320885788927,4.230857498332778,5.574551421041307,1.80055300319482,0.8626097624057675
4.33933479073016,1103,3.103702135120656,4.249776347631005,5.600273310122529,1.8013193853533578,0.8440021072248505
4.334395432715115,1106,3.0923038284622404,4.263254508624862,5.567898811698002,1.8011688167131092,0.8420595657361694
4.292109169288053,1100,3.067908486985135,4.26501547536785,5.534250931239351,1.8017183658269758,0.8273329122153175
4.275378050458836,1078,3.0851118255702796,4.264826106400034,5.494590816783829,1.7975751241171347,0.7582858120590947
4.29769709407213,1092,3.0792084511587694,4.2696150525611944,5.524391148609912,1.7968790124160703,0.8004249839823167
4.3348685241672635,1096,3.091628101937116,4.282505821672659,5.570537451650855,1.7978659229099143,0.8280986986643045
4.311642684240288,1086,3.0919629535312865,4.288556781047385,5.516870231073288,1.7951450236874666,0.779170231887486
4.306469753320253,1086,3.1171445901889903,4.288773281260102,5.494634106803659,1.7886587995510184,0.760739319245578
4.27580723431752,1087,3.1148824916679105,4.276618082448573,5.456899872480424,1.781303009654274,0.7578164173968525
4.221874972120331,1076,3.1097484725069027,4.259142123864113,5.392530483199988,1.7718569832992268,0.7073919458377019
4.279100417720774,1097,3.1259031368973593,4.252786454885722,5.483874726474117,1.7683521673560945,0.7851177989924245
4.283144240162404,1109,3.1083399738471282,4.24782862134907,5.538126814623032,1.771021571947609,0.8329220118652293
4.271350610862718,1103,3.084046993961992,4.246390820793601,5.53019819421153,1.7754498079075898,0.8367479372879009
4.295349172599059,1105,3.075792989288482,4.249768079829987,5.55681564399145,1.7816855703486691,0.8607974685336905
4.277495123146779,1095,3.078726390121004,4.244796958077179,5.538584869984459,1.7851456040707387,0.8250134449297092
4.304570328881056,1109,3.0473982373704933,4.2469951632314,5.591971578778334,1.795116208478161,0.8658831976697227
4.279722553579148,1104,3.075890590426074,4.24451471072695,5.529590813264007,1.795637017567381,0.812328365977904
4.093463284381696,1088,2.9828655946996445,4.210095625874004,5.27449014174464,1.7901621655545197,0.6946427992907571
3.9434137607627284,1094,2.8727966259945084,4.152736587989388,5.051075698419833,1.7837784118325541,0.6050106147339015
