avg_diameter_mm,num_grains,D10_mm,D50_mm,D90_mm,Cu,variance
4.542655267242671,216,3.4943551287896772,4.591722762604848,5.577700237101849,1.5962030278913781,0.5378645213315467
4.54521539000641,487,3.4787173263387565,4.581945483468621,5.60612144667737,1.5992721083707302,0.5987684619166579
4.582089897208433,740,3.5688439338552773,4.583690931375477,5.607235568821752,1.5936502882194243,0.553561259896146
4.581357586221932,1019,3.5658155500195416,4.58314411987335,5.605960915078209,1.5893482112963868,0.5446150801207661
4.6411481039372955,1108,3.586452790871758,4.592376654607026,5.70052053021013,1.5893704172007936,0.5930223669717157
4.653945394919514,1107,3.6028247216085902,4.600813374446505,5.72298913768468,1.5891908973268292,0.5978188040890399
4.661890895601791,1113,3.573641395045889,4.608274795687625,5.757106292523866,1.5935510391874308,0.6211626874097402
4.663464263757116,1111,3.5575306689800907,4.619528022027022,5.772868727639581,1.5993844131088397,0.6339405322956669
4.557021930325905,1112,3.47471044969055,4.6111867206675194,5.603083428456387,1.6020140247450543,0.6097312046740142
4.476770310100111,1123,3.4287874576156194,4.585396149998418,5.516237774019901,1.6033714829915868,0.5968964304235974
4.4156606148459145,1128,3.372159494568557,4.554269322893615,5.466912117253345,1.606935237770065,0.5782809570082725
4.365368171661483,1128,3.356311669650666,4.522695870068253,5.376327442620526,1.6059193578424549,0.5370219060045324
4.351681745317395,1121,3.3624506883143175,4.48950216851983,5.348813871556221,1.6028852149908908,0.5188909561095787
4.367250357381788,1117,3.386416321814002,4.471103583963462,5.3221343384639095,1.5966306788965894,0.49076170761794236
4.427603949068061,1132,3.420688931215951,4.466626907533211,5.415045169739371,1.5939100736771339,0.5217703529731216
4.406858027436359,1129,3.4158157703897967,4.456356675872136,5.407513977531471,1.5917443135071219,0.5284476072541803
4.4270813881338995,1137,3.4104455645945,4.4531191950294415,5.4352062909031655,1.5921342307075785,0.5550047104087376
4.43748886848729,1141,3.4003556776259583,4.450971737578747,5.5098942845307075,1.5977849109722166,0.6073509951385004
4.440909188839128,1144,3.3834188306726745,4.446742915228825,5.529914885044291,1.605111188687092,0.6155486221068593
4.44912305526914,1142,3.4069859797065316,4.446042187717527,5.509827914883885,1.6075318971609454,0.5982612376828966
4.43723412641759,1135,3.3902320946002984,4.445895509549194,5.508546356074533,1.6109912547264162,0.6002013834310648
4.425677273953525,1123,3.3911137540820007,4.44572276608921,5.455652016269794,1.6105546674647908,0.5606145756316985
4.488656027910179,1119,3.4353037109816884,4.4588647975020645,5.516852909390821,1.609629479019935,0.5767271457473883
