avg_diameter_mm,num_grains,D10_mm,D50_mm,D90_mm,Cu,variance
3.1852054817908515,618,2.3342120040327115,3.001379807278452,4.051346972937143,1.7060550595287163,0.3823012317657973
3.2285338781971764,837,2.332873029101552,3.0458146912646025,4.09116968595395,1.7155849267808554,0.4137945908565342
3.2389880663190613,1051,2.3345889360965,3.087496069912443,4.101424388587645,1.7238295301971682,0.41079044569293116
3.2959185853285597,1101,2.333332495883871,3.13890229524023,4.201249118800588,1.7391708207284615,0.4609984275067577
3.323847427051813,1090,2.3687396284459967,3.185260896492379,4.208475798521549,1.7466712613643431,0.46111627459108023
3.311396033243569,1093,2.3660848016031397,3.2213835699299835,4.196825792992338,1.7520855616495892,0.45814049293740083
3.2863408111528183,1097,2.339199647414253,3.243387855569713,4.188504628038533,1.7597827840810072,0.46583702394291565
3.2943893954077184,1105,2.33356947839695,3.263054798180242,4.205143951201427,1.7682306626270783,0.4879662183987248
3.296452410856259,1105,2.3301927963151474,3.278788352268665,4.201407774871064,1.7751905521883298,0.49119980397084567
3.2699262740519424,1095,2.303788549295602,3.285961389107179,4.1943995431080605,1.78428304257256,0.4854725751361577
3.290176554081378,1102,2.2867877327379693,3.2950831064163864,4.25625015347365,1.799673502952164,0.5043290232985026
3.3019292784757655,1096,2.339199647414253,3.3060736928141363,4.257868425555458,1.8037836952602144,0.496691837551641
3.2714890729103896,1093,2.326814239057639,3.308310846628036,4.191945543734758,1.8033432610828142,0.48135104479651025
3.3020708836707144,1100,2.331196745212411,3.315167029412602,4.269590830145244,1.8089749512902635,0.5055919331883039
3.293849086776503,1098,2.3081611033206593,3.3197604803910243,4.258713293336195,1.8161934832867324,0.4970095504369026
3.2845876519475166,1105,2.3322604071054944,3.3192602766895467,4.219518327217377,1.8147941690896068,0.493071887340602
3.2741985813513805,1111,2.2836272512744893,3.3163154912165878,4.218169716139842,1.8212625010918244,0.4968194819923091
3.2774459550846453,1104,2.3171421812882396,3.315110745111331,4.20565362142916,1.820013501943988,0.47600602662239916
3.2852912709571003,1105,2.3327198761700156,3.315772613484208,4.213142482899736,1.81723226890232,0.48212332555621396
3.283131137240585,1105,2.332107247327349,3.316461798324861,4.210092320928385,1.8148405930059566,0.47660908630157617
3.278885354131643,1099,2.331650486359417,3.3157308659591944,4.212778200325025,1.8132283658619586,0.47794575269960754
3.285798158313368,1091,2.2993451055003153,3.3176434188331987,4.215434454853681,1.8172466131919607,0.48224903352276965
3.2824948584872096,1094,2.276230755974469,3.316809274390398,4.224024947282653,1.824939358307092,0.4984409895034629
3.2880402699043283,1100,2.2993972998975187,3.3162076114787076,4.217311357199324,1.8267703358621432,0.489610087610569
3.278305262309855,1103,2.319053445832289,3.3145963497196096,4.19153855058189,1.8229032847060775,0.4888519567627879
3.2735243012348767,1106,2.2976811550047254,3.311636358092706,4.189514136575092,1.8229958660381227,0.4933586809312281
3.242970131722517,1098,2.302829214738266,3.295817303303438,4.152643398303517,1.8190524784811504,0.4614804025105951
3.275181497472038,1108,2.3321045758565546,3.296084463255461,4.201549198818602,1.815564520831948,0.4954814653374805
3.301282304301393,1107,2.3496903546151793,3.301926296670212,4.254116842140371,1.8145518256385906,0.5126404788094192
3.3227101998521835,1108,2.3687396284459967,3.3103746321861736,4.277226165302018,1.8127808710173854,0.5240542337586533
